"Issue #","Issue Name","Meeting","Status","First released version","Notes"
"`LWG2387 <https://wg21.link/LWG2387>`__","More nested types that must be accessible and unambiguous","2014-11 (Urbana)","|Complete|","","`#103248 <https://github.com/llvm/llvm-project/issues/103248>`__",""
"","","","","",""
"`LWG2059 <https://wg21.link/LWG2059>`__","C++0x ambiguity problem with map::erase","2015-05 (Lenexa)","|Complete|","","`#103249 <https://github.com/llvm/llvm-project/issues/103249>`__",""
"`LWG2063 <https://wg21.link/LWG2063>`__","Contradictory requirements for string move assignment","2015-05 (Lenexa)","|Complete|","","`#103250 <https://github.com/llvm/llvm-project/issues/103250>`__",""
"`LWG2076 <https://wg21.link/LWG2076>`__","Bad CopyConstructible requirement in set constructors","2015-05 (Lenexa)","|Complete|","","`#103251 <https://github.com/llvm/llvm-project/issues/103251>`__",""
"`LWG2160 <https://wg21.link/LWG2160>`__","Unintended destruction ordering-specification of resize","2015-05 (Lenexa)","|Complete|","","`#103252 <https://github.com/llvm/llvm-project/issues/103252>`__",""
"`LWG2168 <https://wg21.link/LWG2168>`__","Inconsistent specification of uniform_real_distribution constructor","2015-05 (Lenexa)","|Complete|","","`#103253 <https://github.com/llvm/llvm-project/issues/103253>`__",""
"`LWG2239 <https://wg21.link/LWG2239>`__","min/max/minmax requirements","2015-05 (Lenexa)","|Complete|","","`#103254 <https://github.com/llvm/llvm-project/issues/103254>`__",""
"`LWG2364 <https://wg21.link/LWG2364>`__","deque and vector pop_back don't specify iterator invalidation requirements","2015-05 (Lenexa)","|Complete|","","`#103255 <https://github.com/llvm/llvm-project/issues/103255>`__",""
"`LWG2369 <https://wg21.link/LWG2369>`__","constexpr max(initializer_list) vs max_element","2015-05 (Lenexa)","|Complete|","","`#103256 <https://github.com/llvm/llvm-project/issues/103256>`__",""
"`LWG2378 <https://wg21.link/LWG2378>`__","Behaviour of standard exception types","2015-05 (Lenexa)","|Complete|","","`#103257 <https://github.com/llvm/llvm-project/issues/103257>`__",""
"`LWG2403 <https://wg21.link/LWG2403>`__","stof() should call strtof() and wcstof()","2015-05 (Lenexa)","|Complete|","","`#103258 <https://github.com/llvm/llvm-project/issues/103258>`__",""
"`LWG2406 <https://wg21.link/LWG2406>`__","negative_binomial_distribution should reject p == 1","2015-05 (Lenexa)","|Complete|","","`#103259 <https://github.com/llvm/llvm-project/issues/103259>`__",""
"`LWG2407 <https://wg21.link/LWG2407>`__","packaged_task(allocator_arg_t, const Allocator&, F&&) should neither be constrained nor explicit","2015-05 (Lenexa)","|Complete|","","`#103260 <https://github.com/llvm/llvm-project/issues/103260>`__",""
"`LWG2411 <https://wg21.link/LWG2411>`__","shared_ptr is only contextually convertible to bool","2015-05 (Lenexa)","|Complete|","","`#103261 <https://github.com/llvm/llvm-project/issues/103261>`__",""
"`LWG2415 <https://wg21.link/LWG2415>`__","Inconsistency between unique_ptr and shared_ptr","2015-05 (Lenexa)","|Complete|","","`#103262 <https://github.com/llvm/llvm-project/issues/103262>`__",""
"`LWG2420 <https://wg21.link/LWG2420>`__","function<void(ArgTypes...)> does not discard the return value of the target object","2015-05 (Lenexa)","|Complete|","","`#103263 <https://github.com/llvm/llvm-project/issues/103263>`__",""
"`LWG2425 <https://wg21.link/LWG2425>`__","``operator delete(void*, size_t)``\  doesn't invalidate pointers sufficiently","2015-05 (Lenexa)","|Complete|","","`#103264 <https://github.com/llvm/llvm-project/issues/103264>`__",""
"`LWG2427 <https://wg21.link/LWG2427>`__","Container adaptors as sequence containers, redux","2015-05 (Lenexa)","|Complete|","","`#103265 <https://github.com/llvm/llvm-project/issues/103265>`__",""
"`LWG2428 <https://wg21.link/LWG2428>`__","""External declaration"" used without being defined","2015-05 (Lenexa)","|Complete|","","`#103266 <https://github.com/llvm/llvm-project/issues/103266>`__",""
"`LWG2433 <https://wg21.link/LWG2433>`__","``uninitialized_copy()``\ /etc. should tolerate overloaded operator&","2015-05 (Lenexa)","|Complete|","","`#103267 <https://github.com/llvm/llvm-project/issues/103267>`__",""
"`LWG2434 <https://wg21.link/LWG2434>`__","``shared_ptr::use_count()``\  is efficient","2015-05 (Lenexa)","|Complete|","","`#103268 <https://github.com/llvm/llvm-project/issues/103268>`__",""
"`LWG2437 <https://wg21.link/LWG2437>`__","``iterator_traits::reference``\  can and can't be void","2015-05 (Lenexa)","|Complete|","","`#103269 <https://github.com/llvm/llvm-project/issues/103269>`__",""
"`LWG2438 <https://wg21.link/LWG2438>`__","``std::iterator``\  inheritance shouldn't be mandated","2015-05 (Lenexa)","|Complete|","","`#103270 <https://github.com/llvm/llvm-project/issues/103270>`__",""
"`LWG2439 <https://wg21.link/LWG2439>`__","``unique_copy()``\  sometimes can't fall back to reading its output","2015-05 (Lenexa)","|Complete|","","`#103271 <https://github.com/llvm/llvm-project/issues/103271>`__",""
"`LWG2440 <https://wg21.link/LWG2440>`__","``seed_seq::size()``\  should be noexcept","2015-05 (Lenexa)","|Complete|","","`#103272 <https://github.com/llvm/llvm-project/issues/103272>`__",""
"`LWG2442 <https://wg21.link/LWG2442>`__","``call_once()``\  shouldn't DECAY_COPY()","2015-05 (Lenexa)","|Complete|","","`#103274 <https://github.com/llvm/llvm-project/issues/103274>`__",""
"`LWG2448 <https://wg21.link/LWG2448>`__","Non-normative Container destructor specification","2015-05 (Lenexa)","|Complete|","","`#103276 <https://github.com/llvm/llvm-project/issues/103276>`__",""
"`LWG2454 <https://wg21.link/LWG2454>`__","Add ``raw_storage_iterator::base()``\  member","2015-05 (Lenexa)","|Complete|","","`#103277 <https://github.com/llvm/llvm-project/issues/103277>`__",""
"`LWG2455 <https://wg21.link/LWG2455>`__","Allocator default construction should be allowed to throw","2015-05 (Lenexa)","|Complete|","","`#103278 <https://github.com/llvm/llvm-project/issues/103278>`__",""
"`LWG2458 <https://wg21.link/LWG2458>`__","N3778 and new library deallocation signatures","2015-05 (Lenexa)","|Complete|","","`#103279 <https://github.com/llvm/llvm-project/issues/103279>`__",""
"`LWG2459 <https://wg21.link/LWG2459>`__","``std::polar``\  should require a non-negative rho","2015-05 (Lenexa)","|Complete|","","`#103280 <https://github.com/llvm/llvm-project/issues/103280>`__",""
"`LWG2464 <https://wg21.link/LWG2464>`__","``try_emplace``\  and ``insert_or_assign``\  misspecified","2015-05 (Lenexa)","|Complete|","","`#103281 <https://github.com/llvm/llvm-project/issues/103281>`__",""
"`LWG2467 <https://wg21.link/LWG2467>`__","``is_always_equal``\  has slightly inconsistent default","2015-05 (Lenexa)","|Complete|","","`#103282 <https://github.com/llvm/llvm-project/issues/103282>`__",""
"`LWG2470 <https://wg21.link/LWG2470>`__","Allocator's destroy function should be allowed to fail to instantiate","2015-05 (Lenexa)","|Complete|","","`#103283 <https://github.com/llvm/llvm-project/issues/103283>`__",""
"`LWG2482 <https://wg21.link/LWG2482>`__","[c.strings] Table 73 mentions nonexistent functions","2015-05 (Lenexa)","|Complete|","","`#103284 <https://github.com/llvm/llvm-project/issues/103284>`__",""
"`LWG2488 <https://wg21.link/LWG2488>`__","Placeholders should be allowed and encouraged to be constexpr","2015-05 (Lenexa)","|Complete|","","`#103285 <https://github.com/llvm/llvm-project/issues/103285>`__",""
"","","","","",""
"`LWG1169 <https://wg21.link/LWG1169>`__","``num_get``\  not fully compatible with ``strto*``\ ","2015-10 (Kona)","|Complete|","","`#103286 <https://github.com/llvm/llvm-project/issues/103286>`__",""
"`LWG2072 <https://wg21.link/LWG2072>`__","Unclear wording about capacity of temporary buffers","2015-10 (Kona)","|Complete|","","`#103287 <https://github.com/llvm/llvm-project/issues/103287>`__",""
"`LWG2101 <https://wg21.link/LWG2101>`__","Some transformation types can produce impossible types","2015-10 (Kona)","|Complete|","","`#103288 <https://github.com/llvm/llvm-project/issues/103288>`__",""
"`LWG2111 <https://wg21.link/LWG2111>`__","Which ``unexpected``\ &#47;``terminate``\  handler is called from the exception handling runtime?","2015-10 (Kona)","|Complete|","","`#103289 <https://github.com/llvm/llvm-project/issues/103289>`__",""
"`LWG2119 <https://wg21.link/LWG2119>`__","Missing ``hash``\  specializations for extended integer types","2015-10 (Kona)","|Complete|","","`#103290 <https://github.com/llvm/llvm-project/issues/103290>`__",""
"`LWG2127 <https://wg21.link/LWG2127>`__","Move-construction with ``raw_storage_iterator``\ ","2015-10 (Kona)","|Complete|","","`#103291 <https://github.com/llvm/llvm-project/issues/103291>`__",""
"`LWG2133 <https://wg21.link/LWG2133>`__","Attitude to overloaded comma for iterators","2015-10 (Kona)","|Complete|","","`#103292 <https://github.com/llvm/llvm-project/issues/103292>`__",""
"`LWG2156 <https://wg21.link/LWG2156>`__","Unordered containers' ``reserve(n)``\  reserves for ``n-1``\  elements","2015-10 (Kona)","|Complete|","","`#103293 <https://github.com/llvm/llvm-project/issues/103293>`__",""
"`LWG2218 <https://wg21.link/LWG2218>`__","Unclear how containers use ``allocator_traits::construct()``\ ","2015-10 (Kona)","|Complete|","","`#103294 <https://github.com/llvm/llvm-project/issues/103294>`__",""
"`LWG2219 <https://wg21.link/LWG2219>`__","``*INVOKE*``\ -ing a pointer to member with a ``reference_wrapper``\  as the object expression","2015-10 (Kona)","|Complete|","","`#103295 <https://github.com/llvm/llvm-project/issues/103295>`__",""
"`LWG2224 <https://wg21.link/LWG2224>`__","Ambiguous status of access to non-live objects","2015-10 (Kona)","|Complete|","","`#103296 <https://github.com/llvm/llvm-project/issues/103296>`__",""
"`LWG2234 <https://wg21.link/LWG2234>`__","``assert()``\  should allow usage in constant expressions","2015-10 (Kona)","|Complete|","","`#103297 <https://github.com/llvm/llvm-project/issues/103297>`__",""
"`LWG2244 <https://wg21.link/LWG2244>`__","Issue on ``basic_istream::seekg``\ ","2015-10 (Kona)","|Complete|","","`#103312 <https://github.com/llvm/llvm-project/issues/103312>`__",""
"`LWG2250 <https://wg21.link/LWG2250>`__","Follow-up On Library Issue 2207","2015-10 (Kona)","|Complete|","","`#103313 <https://github.com/llvm/llvm-project/issues/103313>`__",""
"`LWG2259 <https://wg21.link/LWG2259>`__","Issues in 17.6.5.5 rules for member functions","2015-10 (Kona)","|Complete|","","`#103314 <https://github.com/llvm/llvm-project/issues/103314>`__",""
"`LWG2273 <https://wg21.link/LWG2273>`__","``regex_match``\  ambiguity","2015-10 (Kona)","|Complete|","","`#103315 <https://github.com/llvm/llvm-project/issues/103315>`__",""
"`LWG2336 <https://wg21.link/LWG2336>`__","``is_trivially_constructible``\ /``is_trivially_assignable``\  traits are always false","2015-10 (Kona)","|Complete|","","`#103316 <https://github.com/llvm/llvm-project/issues/103316>`__",""
"`LWG2353 <https://wg21.link/LWG2353>`__","``std::next``\  is over-constrained","2015-10 (Kona)","|Complete|","","`#103317 <https://github.com/llvm/llvm-project/issues/103317>`__",""
"`LWG2367 <https://wg21.link/LWG2367>`__","``pair``\  and ``tuple``\  are not correctly implemented for ``is_constructible``\  with no args","2015-10 (Kona)","|Complete|","","`#103318 <https://github.com/llvm/llvm-project/issues/103318>`__",""
"`LWG2380 <https://wg21.link/LWG2380>`__","May ``<cstdlib>``\  provide ``long ::abs(long)``\  and ``long long ::abs(long long)``\ ?","2015-10 (Kona)","|Complete|","","`#103319 <https://github.com/llvm/llvm-project/issues/103319>`__",""
"`LWG2384 <https://wg21.link/LWG2384>`__","Allocator's ``deallocate``\  function needs better specification","2015-10 (Kona)","|Complete|","","`#103320 <https://github.com/llvm/llvm-project/issues/103320>`__",""
"`LWG2385 <https://wg21.link/LWG2385>`__","``function::assign``\  allocator argument doesn't make sense","2015-10 (Kona)","|Complete|","","`#103321 <https://github.com/llvm/llvm-project/issues/103321>`__",""
"`LWG2435 <https://wg21.link/LWG2435>`__","``reference_wrapper::operator()``\ 's Remark should be deleted","2015-10 (Kona)","|Complete|","","`#103322 <https://github.com/llvm/llvm-project/issues/103322>`__",""
"`LWG2447 <https://wg21.link/LWG2447>`__","Allocators and ``volatile``\ -qualified value types","2015-10 (Kona)","|Complete|","","`#103323 <https://github.com/llvm/llvm-project/issues/103323>`__",""
"`LWG2462 <https://wg21.link/LWG2462>`__","``std::ios_base::failure``\  is overspecified","2015-10 (Kona)","|Complete|","","`#103324 <https://github.com/llvm/llvm-project/issues/103324>`__",""
"`LWG2466 <https://wg21.link/LWG2466>`__","``allocator_traits::max_size()``\  default behavior is incorrect","2015-10 (Kona)","|Complete|","","`#103325 <https://github.com/llvm/llvm-project/issues/103325>`__",""
"`LWG2469 <https://wg21.link/LWG2469>`__","Wrong specification of Requires clause of ``operator[]``\  for ``map``\  and ``unordered_map``\ ","2015-10 (Kona)","|Complete|","","`#103326 <https://github.com/llvm/llvm-project/issues/103326>`__",""
"`LWG2473 <https://wg21.link/LWG2473>`__","``basic_filebuf``\ 's relation to C ``FILE``\  semantics","2015-10 (Kona)","|Complete|","","`#103327 <https://github.com/llvm/llvm-project/issues/103327>`__",""
"`LWG2476 <https://wg21.link/LWG2476>`__","``scoped_allocator_adaptor``\  is not assignable","2015-10 (Kona)","|Complete|","","`#103328 <https://github.com/llvm/llvm-project/issues/103328>`__",""
"`LWG2477 <https://wg21.link/LWG2477>`__","Inconsistency of wordings in ``std::vector::erase()``\  and ``std::deque::erase()``\ ","2015-10 (Kona)","|Complete|","","`#103329 <https://github.com/llvm/llvm-project/issues/103329>`__",""
"`LWG2483 <https://wg21.link/LWG2483>`__","``throw_with_nested()``\  should use ``is_final``\ ","2015-10 (Kona)","|Complete|","","`#103330 <https://github.com/llvm/llvm-project/issues/103330>`__",""
"`LWG2484 <https://wg21.link/LWG2484>`__","``rethrow_if_nested()``\  is doubly unimplementable","2015-10 (Kona)","|Complete|","","`#103331 <https://github.com/llvm/llvm-project/issues/103331>`__",""
"`LWG2485 <https://wg21.link/LWG2485>`__","``get()``\  should be overloaded for ``const tuple&&``\ ","2015-10 (Kona)","|Complete|","","`#103332 <https://github.com/llvm/llvm-project/issues/103332>`__",""
"`LWG2486 <https://wg21.link/LWG2486>`__","``mem_fn()``\  should be required to use perfect forwarding","2015-10 (Kona)","|Complete|","","`#103333 <https://github.com/llvm/llvm-project/issues/103333>`__",""
"`LWG2487 <https://wg21.link/LWG2487>`__","``bind()``\  should be ``const``\ -overloaded, not *cv*-overloaded","2015-10 (Kona)","|Complete|","","`#103334 <https://github.com/llvm/llvm-project/issues/103334>`__",""
"`LWG2489 <https://wg21.link/LWG2489>`__","``mem_fn()``\  should be ``noexcept``\ ","2015-10 (Kona)","|Complete|","","`#103335 <https://github.com/llvm/llvm-project/issues/103335>`__",""
"`LWG2492 <https://wg21.link/LWG2492>`__","Clarify requirements for ``comp``\ ","2015-10 (Kona)","|Complete|","","`#103336 <https://github.com/llvm/llvm-project/issues/103336>`__",""
"`LWG2495 <https://wg21.link/LWG2495>`__","There is no such thing as an Exception Safety element","2015-10 (Kona)","|Complete|","","`#103337 <https://github.com/llvm/llvm-project/issues/103337>`__",""
"","","","","",""
"`LWG2192 <https://wg21.link/LWG2192>`__","Validity and return type of ``std::abs(0u)``\  is unclear","2016-02 (Jacksonville)","|Complete|","","`#103338 <https://github.com/llvm/llvm-project/issues/103338>`__",""
"`LWG2276 <https://wg21.link/LWG2276>`__","Missing requirement on ``std::promise::set_exception``\ ","2016-02 (Jacksonville)","|Complete|","","`#103339 <https://github.com/llvm/llvm-project/issues/103339>`__",""
"`LWG2296 <https://wg21.link/LWG2296>`__","``std::addressof``\  should be ``constexpr``\ ","2016-02 (Jacksonville)","|Complete|","","`#103340 <https://github.com/llvm/llvm-project/issues/103340>`__",""
"`LWG2450 <https://wg21.link/LWG2450>`__","``(greater|less|greater_equal|less_equal)<void>``\  do not yield a total order for pointers","2016-02 (Jacksonville)","|Complete|","","`#103341 <https://github.com/llvm/llvm-project/issues/103341>`__",""
"`LWG2520 <https://wg21.link/LWG2520>`__","N4089 broke initializing ``unique_ptr<T[]>``\  from a ``nullptr``\ ","2016-02 (Jacksonville)","|Complete|","","`#103342 <https://github.com/llvm/llvm-project/issues/103342>`__",""
"`LWG2522 <https://wg21.link/LWG2522>`__","[fund.ts.v2] Contradiction in ``set_default_resource``\  specification","2016-02 (Jacksonville)","|Complete|","","`#103344 <https://github.com/llvm/llvm-project/issues/103344>`__",""
"`LWG2523 <https://wg21.link/LWG2523>`__","``std::promise``\  synopsis shows two ``set_value_at_thread_exit()``\ 's for no apparent reason","2016-02 (Jacksonville)","|Complete|","","`#103345 <https://github.com/llvm/llvm-project/issues/103345>`__",""
"`LWG2537 <https://wg21.link/LWG2537>`__","Constructors for ``priority_queue``\  taking allocators should call ``make_heap``\ ","2016-02 (Jacksonville)","|Complete|","","`#103346 <https://github.com/llvm/llvm-project/issues/103346>`__",""
"`LWG2539 <https://wg21.link/LWG2539>`__","[fund.ts.v2] ``invocation_trait``\  definition definition doesn't work for surrogate call functions","2016-02 (Jacksonville)","","","`#99954 <https://github.com/llvm/llvm-project/issues/99954>`__",""
"`LWG2545 <https://wg21.link/LWG2545>`__","Simplify wording for ``bind``\  without explicitly specified return type","2016-02 (Jacksonville)","|Complete|","","`#103347 <https://github.com/llvm/llvm-project/issues/103347>`__",""
"`LWG2557 <https://wg21.link/LWG2557>`__","Logical operator traits are broken in the zero-argument case","2016-02 (Jacksonville)","|Complete|","","`#103348 <https://github.com/llvm/llvm-project/issues/103348>`__",""
"`LWG2558 <https://wg21.link/LWG2558>`__","[fund.ts.v2] Logical operator traits are broken in the zero-argument case","2016-02 (Jacksonville)","|Complete|","","`#103349 <https://github.com/llvm/llvm-project/issues/103349>`__",""
"`LWG2559 <https://wg21.link/LWG2559>`__","Error in LWG 2234's resolution","2016-02 (Jacksonville)","|Complete|","","`#103350 <https://github.com/llvm/llvm-project/issues/103350>`__",""
"`LWG2560 <https://wg21.link/LWG2560>`__","``is_constructible``\  underspecified when applied to a function type","2016-02 (Jacksonville)","|Complete|","","`#103351 <https://github.com/llvm/llvm-project/issues/103351>`__",""
"`LWG2565 <https://wg21.link/LWG2565>`__","``std::function``\ 's move constructor should guarantee nothrow for ``reference_wrapper``\ s and function pointers","2016-02 (Jacksonville)","|Complete|","","`#103352 <https://github.com/llvm/llvm-project/issues/103352>`__",""
"`LWG2566 <https://wg21.link/LWG2566>`__","Requirements on the first template parameter of container adaptors","2016-02 (Jacksonville)","|Complete|","","`#103353 <https://github.com/llvm/llvm-project/issues/103353>`__",""
"`LWG2571 <https://wg21.link/LWG2571>`__","|sect|\ [map.modifiers]/2 imposes nonsensical requirement on ``insert(InputIterator, InputIterator)``\ ","2016-02 (Jacksonville)","|Complete|","","`#103354 <https://github.com/llvm/llvm-project/issues/103354>`__",""
"`LWG2572 <https://wg21.link/LWG2572>`__","The remarks for ``shared_ptr::operator*``\  should apply to *cv*-qualified ``void``\  as well","2016-02 (Jacksonville)","|Complete|","","`#103355 <https://github.com/llvm/llvm-project/issues/103355>`__",""
"`LWG2574 <https://wg21.link/LWG2574>`__","[fund.ts.v2] ``std::experimental::function::operator=(F&&)``\  should be constrained","2016-02 (Jacksonville)","|Complete|","","`#103356 <https://github.com/llvm/llvm-project/issues/103356>`__",""
"`LWG2575 <https://wg21.link/LWG2575>`__","[fund.ts.v2] ``experimental::function::assign``\  should be removed","2016-02 (Jacksonville)","","","`#99959 <https://github.com/llvm/llvm-project/issues/99959>`__",""
"`LWG2576 <https://wg21.link/LWG2576>`__","``istream_iterator``\  and ``ostream_iterator``\  should use ``std::addressof``\ ","2016-02 (Jacksonville)","|Complete|","","`#103357 <https://github.com/llvm/llvm-project/issues/103357>`__",""
"`LWG2577 <https://wg21.link/LWG2577>`__","``{shared,unique}_lock``\  should use ``std::addressof``\ ","2016-02 (Jacksonville)","|Complete|","","`#103358 <https://github.com/llvm/llvm-project/issues/103358>`__",""
"`LWG2579 <https://wg21.link/LWG2579>`__","Inconsistency wrt Allocators in ``basic_string``\  assignment vs. ``basic_string::assign``\ ","2016-02 (Jacksonville)","|Complete|","","`#103359 <https://github.com/llvm/llvm-project/issues/103359>`__",""
"`LWG2581 <https://wg21.link/LWG2581>`__","Specialization of ``<type_traits>``\  variable templates should be prohibited","2016-02 (Jacksonville)","|Complete|","","`#103360 <https://github.com/llvm/llvm-project/issues/103360>`__",""
"`LWG2582 <https://wg21.link/LWG2582>`__","|sect|\ [res.on.functions]/2's prohibition against incomplete types shouldn't apply to type traits","2016-02 (Jacksonville)","|Complete|","","`#103361 <https://github.com/llvm/llvm-project/issues/103361>`__",""
"`LWG2583 <https://wg21.link/LWG2583>`__","There is no way to supply an allocator for ``basic_string(str, pos)``\ ","2016-02 (Jacksonville)","|Complete|","","`#103362 <https://github.com/llvm/llvm-project/issues/103362>`__",""
"`LWG2585 <https://wg21.link/LWG2585>`__","``forward_list::resize(size_type, const value_type&)``\  effects incorrect","2016-02 (Jacksonville)","|Complete|","","`#103363 <https://github.com/llvm/llvm-project/issues/103363>`__",""
"`LWG2586 <https://wg21.link/LWG2586>`__","Wrong value category used in ``scoped_allocator_adaptor::construct()``\ ","2016-02 (Jacksonville)","|Complete|","","`#103364 <https://github.com/llvm/llvm-project/issues/103364>`__",""
"`LWG2590 <https://wg21.link/LWG2590>`__","Aggregate initialization for ``std::array``\ ","2016-02 (Jacksonville)","|Complete|","","`#103365 <https://github.com/llvm/llvm-project/issues/103365>`__",""
"","","","","",""
"`LWG2181 <https://wg21.link/LWG2181>`__","Exceptions from seed sequence operations","2016-06 (Oulu)","|Complete|","","`#103367 <https://github.com/llvm/llvm-project/issues/103367>`__",""
"`LWG2309 <https://wg21.link/LWG2309>`__","mutex::lock() should not throw device_or_resource_busy","2016-06 (Oulu)","|Complete|","","`#103368 <https://github.com/llvm/llvm-project/issues/103368>`__",""
"`LWG2310 <https://wg21.link/LWG2310>`__","Public exposition only member in std::array","2016-06 (Oulu)","|Complete|","","`#103369 <https://github.com/llvm/llvm-project/issues/103369>`__",""
"`LWG2312 <https://wg21.link/LWG2312>`__","tuple's constructor constraints need to be phrased more precisely","2016-06 (Oulu)","|Complete|","","`#103370 <https://github.com/llvm/llvm-project/issues/103370>`__",""
"`LWG2328 <https://wg21.link/LWG2328>`__","Rvalue stream extraction should use perfect forwarding","2016-06 (Oulu)","|Complete|","","`#103372 <https://github.com/llvm/llvm-project/issues/103372>`__",""
"`LWG2393 <https://wg21.link/LWG2393>`__","std::function's Callable definition is broken","2016-06 (Oulu)","|Complete|","","`#103373 <https://github.com/llvm/llvm-project/issues/103373>`__",""
"`LWG2422 <https://wg21.link/LWG2422>`__","``std::numeric_limits<T>::is_modulo``\  description: ""most machines"" errata","2016-06 (Oulu)","|Complete|","","`#103374 <https://github.com/llvm/llvm-project/issues/103374>`__",""
"`LWG2426 <https://wg21.link/LWG2426>`__","Issue about compare_exchange","2016-06 (Oulu)","|Complete|","","`#103375 <https://github.com/llvm/llvm-project/issues/103375>`__",""
"`LWG2436 <https://wg21.link/LWG2436>`__","Comparators for associative containers should always be CopyConstructible","2016-06 (Oulu)","|Complete|","","`#103376 <https://github.com/llvm/llvm-project/issues/103376>`__",""
